G.Id,Grievance Description,Department,Line Department,Service Name,Grievance Name,Grievance SubCategory1,Grievance SubCategory2,Service Type,District,Taluk,GP/Village/Hobli,Created Date,Status,Days Left Before Escalation,Days Pending Beyond Deadline,Officer Role,Pending with / Closed By,Grievance Source,call recording link ,Unnamed: 20
230713,CITIZEN SAYS THAT IN HIS VILLAGE (SIDDAPURA GRAM) THERE IS PROVISION OF DRINKING WATER  FROM PAST EIGHT DAYS .DUE TO THIS ISSUE PEOPLE ARE FACING SERIOUS  PROBLEM.SO AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL.,Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Disconnection of Water Supply ,Issues in Disconnection of Water Supply,Delay in Service Delivery,,Non Sakala,HASSAN,Arsikere,PURALEHALLI,16/03/2025 09:09 AM,Closed by Officer,,,LMF,Panchayat Development Officer(PDO) - ARSIKERE - PURALEHALLI,iPGRS-Call Center ,,
230594,"The citizen states that in his Locality ""HALIHAL VILLAGE "" drinking is unavailable from past 2 year and also JJM work completed in that  village but water facility is not provided so citizen has visited concerned department regarding this matter, but no resolution has been obtained. Please take the necessary action.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,VIJAYAPURA,NIDAGUNDI,HEBBAL / Hebbal,15/03/2025 11:56 AM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-NIDAGUNDI,iPGRS-Call Center ,https://drive.google.com/file/d/1-VkK6Eaipc0ta9tXPb05u4DoWoZMXTG0/view?usp=sharing,
230508,CITIZEN SAYS THAT IN THEIR MADDURAMMA LAYOUT  NEAR GAS GODOWN VILLAGE INTERNAL ROAD HAS BEEN DAMAGED AND POTHOLES ON THE ROAD DUE TO THAT THEY ARE FACING PROBLEM TO TRAVEL ON THE ROAD HENCE HE REQUEST TO CONSTRUCT THE ROAD . PLEASE KINDLY TAKE ACTION.,Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,MANDYA,Maddur,,14/03/2025 04:22 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-MANDYA,iPGRS-Call Center ,https://drive.google.com/file/d/1FFRjO1AZdvTNKApriE7vJxp9C6lsCS3k/view?usp=sharing,
230501,CITIZEN SAYS THAT  IN HIS VILLAGE RO PLANT IS NOT WORKING FROM 2 MONTHS REGARDING THIS HE VISITED TO CONCERN DEPARTMENT BUT DID NOT GET ANY RESOLUTION AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,RO Plant Maintenance Problem,Volumetric Water Supply problems,No Water available in Water Purification Plant,Non Sakala,HASSAN,Arkalgud,KATTEPURA / Bandipalya,14/03/2025 03:31 PM,Resolved (Feedback Taken),,,L2,Executive Engineer-RDWS-Hassan,iPGRS-Call Center ,https://drive.google.com/file/d/1a5INC_uyVjuRz_da3XxdAt0D__T0dLA_/view?usp=sharing,
230396,"The citizen states that in his Locality ""BHARAT PETROL BUNK, Near GOVERNMENT COLLEGE, ಮುಗಳಖೋಡ, ಮುಧೋಳ, ಬಾಗಲಕೋಟೆ - 587315 "" 
drinking is unavailable from past 1 year  and also JJM work completed in that area but water facility is not provided so citizen has visited concerned department regarding this matter, but no resolution has been obtained. Please take the necessary action. 
",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,BAGALKOTE,Mudhol,MUGALKHODA / Mugalkhod,13/03/2025 05:41 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-BAGALKOTE,iPGRS-Call Center ,https://drive.google.com/file/d/1pPS9k8ud-l1K1Vln8KSuwodVcoxYvwmQ/view?usp=sharing,
230359,"CITIZEN SAYS THAT IN HIS VILLAGE JAL JEEVAN MISSION WORK IS COMPLETED BUT WATER NOT AVAILABLE IN TOPS AND THERE IS NO PROPER DRINKING WATER FACILITY FROM PAST 6 MONTHS, DUE TO THIS ISSUE CITIZEN ARE FACING PROBLEM, DUE TO THIS ISSUE CITIZEN VISITED RESPECTIVE DEPARTMENT BUT THERE IS NO PROPER RESPONSE FROM THEM AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,BAGALKOTE,Badami,KAKNUR / Kakanur,13/03/2025 03:08 PM,Closed by Officer,,,L2,Executive Engineer-RDWS-Bagalakote,iPGRS-Call Center ,https://drive.google.com/file/d/1vgd-1fgVAmkA-Kif0Ly9falDbECaQzSG/view?usp=sharing,
230292,"The citizen states that in his Locality ""NEAR GOVERNMENT SCHOOL, Near ANJANEYA SWAMY TEMPLE, M GOLLAHALLI, ಬೆಳದರ-ಬೆಳಧರ, ತುಮಕೂರು - 572106 "" RO Plant Coin box not working from ! month and PLANT ID :  "" WPP11999 "" people of that area facing problems due to this issue so citizen has visited concerned department regarding this matter, but no resolution has been obtained. Please take the necessary action. 
",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,RO Plant Maintenance Problem,Coin Box problems,Coin box of Water Purification RO Plant not working,Non Sakala,TUMAKURU,Tumakuru,BELADARA / Beladhara,13/03/2025 12:18 PM,Resolved (Feedback Taken),,,L2,Executive Engineer-RDWS-TUMKUR,iPGRS-Call Center ,https://drive.google.com/file/d/1yt_PhRa3yUoyiiLYekhJY9zczyDFPyJW/view?usp=sharing,
230248,"CITIZEN SAYS THAT CROSS DRAINAGE ISSUE IN HIS LOCALITY FROM PAS 3 MONTHS BECAUSE OF CROSS DRAINAGE BLOCKAGE CITIZENS ARE FACING HEALTH ISSUE,REGARDING THIS HE HAD VISITED TO CONCERNED DEPARTMENT BUT NO PROPER RESPONSE FROM THEM ,KINDLY DO NEEDFUL.
",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Stagnant Water Mosquitos Breeding ,Non Sakala,BALLARI,Sandur,,13/03/2025 10:35 AM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - SANDUR - BANNIHATTI,iPGRS-Call Center ,https://drive.google.com/file/d/1cvu8WsbFB7GDB_liLL6idvTuqedBfPZ7/view?usp=sharing,
230174,CITIZEN SAYS THAT IN THEIR VILLAGE HEBLI P N TANDA PIPE LINE HAS BEEN BROKEN IN THREE PLACE NEAR HIRABAI KASHINATH HOUSE AND RAMESH SHOP AND NEAR HANUMANTH TEMPLE SINCE 3 MONTHS NEARLY 125 HOUSE THERE IS NO DRINKING WATER SUPPLY AND HE REQUEST TO OFFICER TO CONSIDER IN HIGH PRIORITY . PLEASE KINDLY TAKE ACTION.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Pipeline & Leakage problems,Water pipeline Valve broken,Non Sakala,KALABURAGI,Aland,HEBALI / Hebli,12/03/2025 05:17 PM,Closed by Officer,,,L2,Executive Engineer-RDWS-KALABURAGI,iPGRS-Call Center ,https://drive.google.com/file/d/1kb8wqxEZ29t4Sb91Uh6V5_TITWlIbQ__/view?usp=sharing,
230159,CITIZEN SAYS THAT IN ABOVE MENTIONED ADDRESS RO PLANT IS NOT WORKING THERE IS NO DRINKING WATER FACILITY THEY COMPLINED TO CONCERN DEPARTMENT BUT NO ANY RESPONSE PLEASE DO THE NEEDFUL ,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,RO Plant Maintenance Problem,Operation & Maintenance,Water Purification Plant  non functional,Non Sakala,TUMAKURU,Tumakuru,DEVALAAPURA / Devalapura,12/03/2025 04:36 PM,Closed by Officer,,,L2,Executive Engineer-RDWS-TUMKUR,iPGRS-Call Center ,https://drive.google.com/file/d/1nVR7TnnOTnCmIwzPGWXR1hNTgstbur4G/view?usp=sharing,
230136,"CITIZEN SAYS THAT Road not maintained properly It's been 3 years in THE  locality at (BRUNDAVANA LAYOUT, NEAR VISHWA SHANTI ASHRAMA, ARASINAKUNTE, NELAMANGALA)The whole community  had given a compliment regarding this issue to an authorised person Still no response It is very difficult to ride on this road and when rain comes it will become even more difficult to ride and walk on the road and there's lot of dust which is causing dust allergy to all the house near by this issue is from past 3 to 4 years in the locality. People are getting too late to travel on the road So please provide a good solution to this problem and do the needful",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,BENGALURU RURAL,Nelamangala,,12/03/2025 02:11 PM,Resolved (Feedback Taken),,,LMF,Assitance Executive Engineer-PRED-NELAMANGALA,iPGRS-Call Center ,,
230118,"CITIZEN SAYS THAT THEY ARE FACING ISSUE WITH INTERNAL ROADS FROM BANDIHAL TO SANGNAL, SINCE ROAD GETS BLOCKED WITH RAIN WATER AFTER HEAVY RAINS AND BECAUSE OF THIS PLANTS ARE ALSO GROWN ON IT AND THEY ARE NOT ABLE TO USE THE ROAD SINCE TWO YEARS SO PLEASE TAKE THE ACTION AND DO THE NEEDFUL",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,KOPPAL,Yelbarga,KARMUDI / Bandihal,12/03/2025 01:17 PM,Resolved (Feedback Taken),,,LMF,Assitance Executive Engineer-PRED-YELBURGA,iPGRS-Call Center ,https://drive.google.com/file/d/1dQHoYg67TfwK3-iwvX22Jop1O9Mea3Nc/view?usp=sharing,
230087,CITIZEN SAYS THAT IN THEIR WHOLE VILLAGE BAGALWAD THE SOLID WASTE HAS BEEN NOT CLEANED NEAR ROAD SIDE AS COW DUNG IS OCCUPIED SIDE BY THE ROAD AND ALSO THE WASTE HAS TO BE CLEANED AND HE REQUEST OFFICER TO TAKE ACTION AND CLEAN THE ROAD . PLEASE KINDLY DO NEEDFUL.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Solid Waste,Garbage Piled Up,Non Sakala,RAICHUR,SIRWAR,BAGALAWAD / Bagalwad,12/03/2025 11:45 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-RAICHUR,iPGRS-Call Center ,https://drive.google.com/file/d/11PRQCqG304on-oMqDY1Imdix77Oph0Ob/view?usp=sharing,
230070,CITIZEN SAYS THAT HE IS FACING DRINKING WATER ISSUE IN HIS LOCALITY FROM PAST SEVERAL YEARS BECAUSE OF THIS ISSUE CITIZEN ARE FINDING IT DIFFICULT AS THERE IS NOT WATER SUPPLY  DURING SUMMER ISSUE HE HAS VISITED TO CONCERNED DEPARTMENT BUT NO PROPER RESPONSE FROM THEM AS PER CITIZEN REQUEST KINDLY DO NEEDFUL.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,CHIKKAMAGALURU,Koppa,KOPPA (RURAL) / Koppa (Rural),12/03/2025 11:14 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-CHIKKAMAGALURU,iPGRS-Call Center ,https://drive.google.com/file/d/1mbEYbShJ8KX3NetFAuyhTrMeGUTvZiFE/view?usp=sharing,
230069,"The village has been dealing with drinking water issues for the past eight months, according to the citizen. The residents of this community are experiencing issues as a result of the Jal Jeevan Mission's failure to provide a suitable water supply. Please resolve this issue as requested by the citizens.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,DHARWAD,Kundgol,GUDAGERI / Gudgeri,12/03/2025 11:12 AM,Resolved (Feedback Taken),,,L2,Executive Engineer-RDWS-Dharwad,iPGRS-Call Center ,https://drive.google.com/file/d/1jbGSIbcmy9eUfBHuGlcTZGAsqzxH0sJm/view?usp=sharing,
229930,CITIZEN SAYS THAT IN THEIR MARTUR VILLAGE NEAR SEVALAL TEMPLE 3 VILLAGE INTERNAL ROAD HAS BEEN DAMAGED DUE TO RAIN AND FULL OF POTHOLES ON THE ROAD DUE TO THAT THEY ARE FACING PROBLEM TO TRAVEL ON THE ROAD HENCE HE REQUEST TO CONSTRUCT NEW CC ROAD . PLEASE KINDLY TAKE ACTION.,Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road damaged due to heavy rain or flood,,Non Sakala,KALABURAGI,SHAHABAD,MARTOR / Martur,11/03/2025 03:44 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-KALABURAGI,iPGRS-Call Center ,https://drive.google.com/file/d/1xqL7J-44fSTLnIUdFDzs4uEQa4DDqPyC/view?usp=sharing,
229859,"CITIZEN SAYS HE HAS BEEN HAVING DRAINAGE OVAR FLOW PROBLEMS FOR THE LAST MONTH AND HAS VISITED THE CONSIDERED DEPARTMENT, BUT THERE HAS BEEN NO PROPER RESPONSE AS KINDLY DO WHAT IS NEEDED.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage line blocked,Non Sakala,TUMAKURU,Madhugiri,KONDAVAADI / Aralimaradahalli,11/03/2025 10:33 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-TUMAKURU,iPGRS-Call Center ,https://drive.google.com/file/d/1Km9SsxbP-QzVmZ1d-yBJFZiNy7AE0Xqc/view?usp=sharing,
229858,"CITIZEN SAYS THAT CUTTING ROAD IS NOT MAINTAINED PROPERLY  SINCE 1 WEEK, THERE THE CITIZENS ARE FINING IT DIFFICULT TO PASS BY THAT PATH, HE HAS VISITED CONCERNED DEPARTMENT REGARDING THIS ISSUE BUT DIDN'T GET RESOLUTION FROM THE DEPARTMENT AS PER CITIZEN REQUEST PLEASE DO NEEDFUL",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Road Cutting Permission,Issues related to Road Cutting Permission,Delay in Service Delivery,,Non Sakala,DHARWAD,Hubballi,,11/03/2025 10:13 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-2-DHARWAD,iPGRS-Call Center ,https://drive.google.com/file/d/1eAffr16wqw9nFTrBz3KGbZPFdp2aJUFa/view?usp=sharing,
229695,"CITIZEN SAYS THAT FOR THE PAST TWO MONTHS, THERE HAS BEEN MOSQUITOES GROWING DAILY IN HIS VILLAGE DRAINAGE BLOCKAGE AND OVER FLOW. Owing to this problem, CITIZENS ARE HAVING HEALTH ISSUES. DUE TO THIS ISSUE, THEY HAVE VISITED THE RESPECTIVE DEPARTMENT, BUT THERE HAS BEEN NO PROPER RESPONSE FROM THEM. PLEASE DO WHAT IS NEEDED",Rural Development and Panchayath Raj Department,"Director, Rural Development","Cross drainage,  Drainages  and Culverts",Issue pertaining to drianges,Quality of work is not satisfactory,,Non Sakala,CHIKKAMAGALURU,Mudigere,HALEMUDIGERE / Muthigepura,10/03/2025 11:35 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CHIKKAMAGALURU,iPGRS-Call Center ,https://drive.google.com/file/d/1KyHKtdirFPc6xq9RCyGBhuAd8fNGOC8s/view?usp=sharing,
229644,"The citizen states that in his Locality ""BENEKENE MADUGU ROAD, Near GRAM PANCHAYATH, BHOVIPALYA, -ಸಾಸಲು, ದೊಡ್ಡಬಳ್ಳಾಪುರ, ಬೆಂಗಳೂರು ಗ್ರಾಮಾಂತರ - 561204 "" RO Plant is non-functional from past 6 months So citizens of that area facing severe problem with drinking water citizen has visited concerned department regarding this matter, but no resolution has been obtained. Please take the necessary action. 
",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,RO Plant Maintenance Problem,Operation & Maintenance,Water Purification Plant  non functional,Non Sakala,BENGALURU RURAL,Dodda Ballapur,SASALU / Bhovipalya (D),09/03/2025 03:25 PM,Resolved (Feedback Taken),,,L2,Executive Engineer-RDWS-Bangalore Rural,iPGRS-Call Center ,https://drive.google.com/file/d/1jMAPQfdXeCqj7hcT1YeaQRUVzNIO6sWt/view?usp=sharing,
229616,"CITIZEN SAYS THAT IN HIS VILLAGE THERE IS NO PROPER DRINKING WATER FACILITY FROM PAST 1 YEAR, DUE TO THIS ISSUE CITIZEN ARE FACING DRINKING WATER ISSUE, DUE TO THIS ISSUE CITIZEN VISITED RESPECTIVE DEPARTMENT BUT THERE IS NO PROPER RESPONSE FROM THEM AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,RAMANAGARA,Kanakapura,KOLAGONDANAHALLI / GULAVADI DODDI,09/03/2025 10:14 AM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-KANAKAPURA,iPGRS-Call Center ,https://drive.google.com/file/d/1dmdztXYbnOUdL-dP31HNS68fxPF0a_I3/view?usp=sharing,
229608,"For the past two years, the citizen has been experiencing drainage overflow problems in his neighbourhood. They have also complained to Gram Panchayat about these problems, but no solution has been offered, thus the citizen has requested that these problems be resolved. ",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage Cleaning is not happening regularly,Non Sakala,CHIKKAMAGALURU,Koppa,BINTHRAVALLI / Bintravalli,09/03/2025 09:42 AM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - KOPPA - BINTRAVALLI,iPGRS-Call Center ,https://drive.google.com/file/d/1v8J3B3LzaAaOrphnVifkWdQCYcrV03xr/view?usp=sharing,
229432,"CITIZEN SAYS THAT IN HIS VILLAGE THERE IS NO PROPER DRINKING WATER FACILITY FROM PAST 2 YEARS, DUE TO THIS ISSUE CITIZENS ARE FACING PROBLEM FOR DRINKING WATER, DUE TO THIS ISSUE CITIZEN VISITED RESPECTIVE DEPARTMENT BUT THERE IS NO PROPER RESPONSE FROM THEM AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,CHIKKAMAGALURU,Narasimharajapura,KANUR / Kanur,07/03/2025 05:48 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-CHIKKAMAGALURU,iPGRS-Call Center ,https://drive.google.com/file/d/1hO4zaf4GBGzb32_qQu92RPO6ssIx7YFJ/view?usp=sharing,
229398,"The citizen claims that JJM has poor infrastructure and that there hasn't been a proper water supply in his neighbourhood for the past 1 year . The citizen has visited the concerned department regarding this, but they haven't responded appropriately to his request.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,JJM Work not done Properly,Non Sakala,BAGALKOTE,Mudhol,,07/03/2025 04:23 PM,Closed by Officer,,,LMF,Assistance  Engineer/Junior Engineer-RDWS-MUDHOL,iPGRS-Call Center ,https://drive.google.com/file/d/1VtIfU0kDk_GPJZ5fmzzhovuA9Vq-43yL/view?usp=sharing,
229365,"The citizen claims that JJM has poor infrastructure and that there hasn't been a proper water supply in his neighbourhood for the past 6 months . The citizen has visited the concerned department regarding this, but they haven't responded appropriately to his request.


",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,CHIKKAMAGALURU,Narasimharajapura,KANUR / Davana,07/03/2025 02:31 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-CHIKKAMAGALURU,iPGRS-Call Center ,https://drive.google.com/file/d/1d9jF6yuxw7ue-f1gA9lJmEk3vSejNSJR/view?usp=sharing,
229356,"According to the citizen, JJM provided has a  irregular water supply that is once in a week. Regarding this, the citizen has contacted the relevant department; nonetheless, their response to his request has been inadequate.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Inadequate / Less Water Supply,Non Sakala,BAGALKOTE,Mudhol,DADNATTI / Kanasageri,07/03/2025 01:23 PM,Closed by Officer,,,LMF,Assistance  Engineer/Junior Engineer-RDWS-MUDHOL,iPGRS-Call Center ,,
229327,"The resident claims that overflow and drainage blockage in his village have been problems for the past four years, causing mosquitoes to multiply daily and health problems for the residents. The resident has visited the relevant department, but they have not responded appropriately to his request. ",Rural Development and Panchayath Raj Department,"Director, Rural Development","Cross drainage,  Drainages  and Culverts",Issue pertaining to drianges,Quality of work is not satisfactory,,Non Sakala,KOLAR,Malur,THORNAHALLI / Byranahalli,07/03/2025 10:44 AM,Resolved (Feedback Taken),,,L2,Executive Engineer-PRED-Kolar,iPGRS-Call Center ,https://drive.google.com/file/d/1nTYa_-VCEEngfTu_LKtpVuzUU-GmP0Me/view?usp=sharing,
229265,"The citizen states that in his Locality ""NEAR CHARCHA, Near MASIDI, HATCHOLLI, ಸಿರುಗುಪ್ಪ, ಬಳ್ಳಾರಿ - 583114 "" drinking water is unavailable from past 3 days and people of that area facing severe problem due to this issue so citizen has visited concerned department regarding this matter, but no resolution has been obtained. Please take the necessary action. 
",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,BALLARI,Siruguppa,HATCHOLLI / Chikka Bellary,06/03/2025 05:34 PM,Resolved (Feedback Taken),,,L2,Executive Engineer-RDWS-BALLARI,iPGRS-Call Center ,https://drive.google.com/file/d/1bZA5tRB3gpRrjaAkyDRoo4w7VeezPdT_/view?usp=sharing,
229035,"Citizen reports that in their locality the road construction has stop in the middle which causing dust and travel issue and Safety Hazards: Incomplete construction sites often lack proper barriers, signage, or clear detours, creating dangerous conditions for both drivers and pedestrians. There’s an increased risk of accidents, especially if traffic patterns are altered unexpectedly, this issues is happening past 1 month please do the needful. 
 ",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Slow progress of road work,,Non Sakala,BENGALURU RURAL,Hosakote,MUTHSANDRA / Muthasandra,05/03/2025 02:57 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-BENGALURU RURAL,iPGRS-Call Center ,https://drive.google.com/file/d/1JS63Avl9VReNHKMlyTHB7MHaBcVUUT5f/view?usp=sharinghttps://drive.google.com/file/d/1JS63Avl9VReNHKMlyTHB7MHaBcVUUT5f/view?usp=sharing,
229007,"The citizen states that in his Locality ""Near KEMPEGOWDA NAGARA WARD,  VINAYAKA LAYOUT, CHANNENAHALLI,ಬೆ೦ಗಳೂರು - ದಕ್ಷಿಣ, ಬೆಂಗಳೂರು -562130 "" drainage line completely blocked from 5 YEARS so citizen has visited concerned department regarding this matter, but no resolution has been obtained. Please take the necessary action. 
",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage line blocked,Non Sakala,BENGALURU URBAN,Bengaluru South,CHANNENA HALLI / Channenahalli,05/03/2025 01:05 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-BENGALURU URBAN,iPGRS-Call Center ,https://drive.google.com/file/d/1Ioe7sDG_Remlhh5VsYk2kWRjE4A2JY3h/view?usp=sharing,
229006,"The citizen reports that he has been dealing with road issues for the past six years. He has also visited the consed department regarding these issues, but there has been no appropriate response. The citizen requests that the necessary actions be taken.",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,KOLAR,Malur,CHOKKANDAHALLI / Madivala,05/03/2025 01:04 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-KOLAR,iPGRS-Call Center ,,
228991,"Citizen reports that in their locality street light not working which is causing lack of proper lighting makes it harder for drivers, cyclists, and pedestrians to see hazards or obstacles. This can lead to more traffic accidents, injuries, and fatalities, especially during nighttime. he had given the request letter to the concern department but no response, this issue is happening past 1 month , please do the needful. ",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Maintenance of Street Light,Issues in Maintenance of Street Light,Street Light is Not Working,,Non Sakala,HASSAN,Hole Narsipur,NIDUVANI / Kuppe,05/03/2025 11:52 AM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - HOLENARSIPUR - NIDUVANI,iPGRS-Call Center ,https://drive.google.com/file/d/1md2k7TmsaqHv9BedG9-wDSX3hgYy-2hl/view?usp=sharing,
228990,CITIZEN SAYS THAT ROADS DAMAGED WHILE JJM PIPELINE LAYING AND HE ALSO VISITED THE CONCERN DEPARTMENT ABOUT THIS ISSUE BUT NO RESPONSE SO PLEASE DO THE NEED FUL. ,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Roads damaged while Jal Jeevan Mission pipe laying,Non Sakala,BENGALURU URBAN,Bengaluru South,CHANNENA HALLI / JATTIPALYA,05/03/2025 11:41 AM,Closed by Officer,,,L2,Executive Engineer-RDWS-Bangalore Urban,iPGRS-Call Center ,https://drive.google.com/file/d/1xg2hqGZpi8GtfAAJbFK25GcDsD4HzrV0/view?usp=sharing,
228975,"The citizen has been experiencing drinking water problems for the past seven years.They are providing less quantity of water to  The citizen has also visited the department on these issues, but there has been no appropriate response. Please take the necessary action. ",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Inadequate / Less Water Supply,Non Sakala,BELAGAVI,BELAGAVI,HINDALGA / Hindalaga,05/03/2025 10:43 AM,Registered & Sent for Scrutiny,3.0,,LMF,Assistance  Engineer/Junior Engineer-RDWS-BELAGAVI,iPGRS-Call Center ,https://drive.google.com/file/d/1b8uA45nTDiXeYFEtStdOVO477INXxZN-/view?usp=sharing,
228972,"The citizen reports that for the past 1 year, water supply and tap connection have not been provided to the citizen house and tank in their community under Jal Jeevan Mission. The citizen visited the Concern Department. Kindly take the necessary action.
",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Disconnection of Water Supply ,Issues in Disconnection of Water Supply,Delay in Service Delivery,,Non Sakala,BAGALKOTE,RABAKAVI BANAHATTI,ASANGI / Madanamatti,05/03/2025 10:27 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-2-BAGALKOTE,iPGRS-Call Center ,https://drive.google.com/file/d/1AhuzsRP-GVxDiZqsiPK0uO-3pxwys5au/view?usp=sharing,
